id,ud_test_head,ud_test_deprel,ud_test_deps_id,ud_test_deps_deprel,ud_pred_head,ud_pred_deprel,ud_pred_deps_id,ud_pred_deps_deprel,str_test_head,str_test_deprel,str_test_deps_id,str_test_deps_deprel,str_pred_head,str_pred_deprel,str_pred_deps_id,str_pred_deps_deprel,text,sent_id
25,37,nsubj,"[24, 27, 31]","['amod', 'amod', 'nmod']",24,amod,[],[],37,предик,"[24, 27, 31]","['опред', 'опред', 'атриб']",24,огранич,[],[],"Но у твердых мембран имеется серьезный недостаток: они не способны разделять ионы одинакового знака (когда извлекаемых ионов - немного, а других , ненужных, того же знака заряда, наоборот, - много).",61_uppsalaKorp_621
22,19,advcl,"[21, 23, 24]","['mark', 'obj', 'obl']",23,punct,[],[],21,сравн-союзн,"[23, 24]","['1-компл', 'обст']",23,punct,[],[],"На старости лет мечтает уйти в монастырь, ""да нет их теперь, монастырей-то, истребили, как клопов дустом"".",416_uppsalaGrekova_3
10,7,conj,"[8, 9]","['cc', 'discourse']",7,conj,"[8, 9]","['cc', 'discourse']",8,соч-союзн,[9],['огранич'],8,соч-союзн,[9],['огранич'],"Организаторам путешествия теперь предстоит решить, совершить или нет замену оборудования.",45_newsYa_53
17,24,parataxis,"[15, 16]","['case', 'det']",24,parataxis,[16],['amod'],15,предл,[16],['опред'],15,предл,"[16, 18]","['опред', 'punct']","С одной стороны, многие ее выводы неудобны для наших сегодняшних прогрессивных идеологий, с другой - большинство гуманитарных специалистов просто не знает даже основ естественных наук, полагая их лишними в своей области, и это приводит к сильным искажениям реальности - хотя бы той, которую мы в состоянии наблюдать.",50_2020_Corpus2_0Muraviinyi_kosmos
21,19,appos,"[20, 22, 24]","['punct', 'nmod', 'nmod']",22,punct,[],[],19,разъяснит,"[20, 22, 23]","['punct', 'квазиагент', '1-компл']",22,punct,[],[],"Они упирались друг в друга глазами, не совпадая во времени на десятилетие, и продолжали свой дикий диалог: слепого с глухонемым.",184_2019Podkidysh
18,13,conj,"[17, 21]","['nmod', 'nmod']",13,conj,"[14, 17, 21]","['punct', 'nmod', 'nmod']",13,сочин,"[15, 19]","['огранич', 'атриб']",13,сочин,"[14, 15, 19]","['punct', 'огранич', 'атриб']","За этим отраженным пучком рентгеновского света можно наблюдать, можно измерять его интенсивность, в том числе при разных углах, и смотреть на колебания.",232_2011Sverkhkorotkoe_vremya
28,26,parataxis,"[31, 34]","['obl', 'obl']",26,parataxis,"[27, 31, 36, 44]","['punct', 'nmod', 'conj', 'conj']",26,разъяснит,"[29, 36]","['2-компл', 'сочин']",26,разъяснит,"[29, 36]","['2-компл', 'сочин']","Только виртуальная жизнь теперь и есть, от прежней остались некоторые клочки: еда, сон, короткие перебежки, для каждой из которых нужно обоснование: в ближайший магазин, в аптеку, выгулять собаку, у кого есть, или взять напрокат у соседа.",45_2020_Corpus2_0Velikoe_pereselenie
27,20,conj,"[25, 26]","['cc', 'advmod']",26,punct,[],[],25,соч-союзн,[26],['огранич'],25,соч-союзн,[26],['огранич'],"По ним проверяется эмоциональное состояние, тип характера личности, и уже исходя из этого, можно увидеть, склонен человек к состоянию аффекта или нет.",95_2019Ochen_affektnoe_ubiistvo
11,2,conj,"[9, 10, 13]","['cc', 'nsubj', 'obl']",2,conj,"[9, 10, 13]","['cc', 'nsubj', 'obl']",9,соч-союзн,"[10, 12]","['предик', '2-компл']",9,соч-союзн,"[10, 12]","['предик', '1-компл']","Сафин сыграет с малоизвестным французом Антони Дюпуи, а Кафельников с кем-то из победителей квалификационного раунда соревнований.",36_newsYa_22
11,2,conj,"[7, 9, 12]","['cc', 'obl', 'nsubj']",12,punct,[],[],7,соч-союзн,"[9, 12, 15]","['обст', 'предик', 'сент-соч']",12,punct,[],[],"Там сверкала серебром свежая рыба, и смуглым золотом - копчености; там царил - гордость Иркутска - истекающий медленным, янтарным жиром омуль…",237_uppsalaNagibin_1
21,11,parataxis,"[19, 24]","['obl', 'nsubj']",16,parataxis,"[19, 24]","['obl', 'nsubj']",11,примыкат,"[18, 22]","['обст', 'предик']",16,примыкат,"[18, 22]","['обст', 'предик']","Правда, вскоре многочисленные исследования показали, что зловещую бактерию носит в своих желудках множество людей (в России - около 75% населения).",166_2013Poslednii_dovod_issledovatelya
9,2,conj,"[7, 8, 12]","['cc', 'advmod', 'obl']",2,conj,"[7, 8, 12]","['cc', 'advmod', 'obl']",7,соч-союзн,"[8, 11]","['обст', '2-компл']",7,соч-союзн,"[8, 11]","['обст', '2-компл']","Только принять Грузию в НАТО, а потом и в Евросоюз.",271_2006Misha
3,4,csubj,[2],['obl'],2,punct,[],[],4,предик,[1],['присвяз'],2,punct,[],[],С Цики надоело.,312_2020_RFFIIndoneziya_ot_ada_do_raya
10,2,cop,[],[],2,advmod,[],[],0,root,"[1, 3, 11, 14]","['присвяз', 'неакт-компл', 'обст', 'предик']",14,огранич,[],[],"В руках у ребят, особенно младших классов, часто только одна тетрадь и карандаш.",481_2020_RFFIIndoneziya_ot_ada_do_raya
4,5,orphan,"[1, 3]","['csubj', 'advmod']",5,punct,[],[],0,root,"[1, 3, 5]","['предик', 'огранич', 'дат-субъект']",3,punct,[],[],Умирать - тоже журналистам.,62_2008Chem_kumushek_schitat
13,7,conj,"[11, 14]","['advmod', 'obl']",14,advmod,[],[],7,сочин,"[11, 14]","['обст', '2-компл']",7,сочин,"[11, 14]","['обст', '1-компл']","То, куда отец исчезал, называлось обычно службой, реже - биржей.",7_uppsalaNagibin_1
17,9,parataxis,"[13, 14, 15, 16]","['cop', 'nsubj', 'amod', 'amod']",16,punct,[],[],13,присвяз,"[15, 16, 18]","['опред', 'опред', 'сочин']",16,punct,[],[],Она хотела сохранить власть и оградить себя от чисток любого рода - будь то кровавые сталинские или идеологические реформаторские.,122_2006Levyi_povorot
22,14,orphan,"[18, 19, 20]","['cc', 'amod', 'amod']",2,punct,[],[],18,соч-союзн,"[19, 20]","['опред', 'опред']",2,punct,[],[],Она хотела сохранить власть и оградить себя от чисток любого рода - будь то кровавые сталинские или идеологические реформаторские.,122_2006Levyi_povorot
14,5,conj,"[10, 16]","['nsubj', 'obl']",16,punct,[],[],5,сент-соч,"[10, 16, 25]","['предик', '1-компл', 'сент-соч']",16,punct,[],[],"Оказалось, что поломка составляет лишь 2 %, скалывание режущих кромок - 1,5 %, интенсивное истирание при неправильном режиме резания - 17,5 %.",30_uppsalaKorp_607
25,5,conj,"[19, 27]","['nsubj', 'obl']",27,punct,[],[],14,сент-соч,"[19, 27]","['предик', '1-компл']",27,punct,[],[],"Оказалось, что поломка составляет лишь 2 %, скалывание режущих кромок - 1,5 %, интенсивное истирание при неправильном режиме резания - 17,5 %.",30_uppsalaKorp_607
12,2,conj,"[10, 13]","['nsubj', 'advmod']",2,conj,"[10, 13]","['nsubj', 'advmod']",2,сент-соч,"[10, 13]","['предик', 'обст']",6,сент-соч,"[10, 13]","['предик', 'обст']","Люда вспомнила дни самодеятельности, танцевала с увлечением, он - небрежно, снисходя.",177_uppsalaGrekova_1
35,29,conj,"[34, 38, 42]","['cc', 'advmod', 'obl']",29,conj,"[34, 38, 42]","['cc', 'nsubj', 'obl']",34,соч-союзн,"[38, 40]","['обст', '3-компл']",34,соч-союзн,"[38, 40]","['предик', '2-компл']","Сверх того в город, а также на прилегающие к нему объекты потоком пошли федеральные вложения (только на первую и вторую очереди Кольцевой автодороги в 2006 году отпущено 17 млрд руб. и еще примерно столько же на другие проекты).",108_2006Piterskaya_model
23,11,conj,"[17, 20]","['cc', 'obl']",11,conj,"[21, 22]","['punct', 'punct']",17,соч-союзн,[18],['обст'],11,сент-соч,"[21, 22, 24]","['punct', 'punct', 'сочин']","Для начала власти должны определиться с администраторами налога: что дозволено компаниям, что не дозволено и в каком порядке, - и лишь затем решать вопросы изменения ставок.",91_2009Reforma_NDS
9,4,conj,"[8, 11]","['cc', 'obl']",4,conj,"[8, 11]","['cc', 'obl']",8,соч-союзн,[10],['обст'],8,соч-союзн,[10],['обст'],"Хантсман-старший согласился профинансировать библиотеку, но с условием, чтобы она носила имя Джеральда Шерратта.",256_2018V_strane_mormonov
5,0,root,"[1, 3, 4]","['advmod', 'nsubj', 'obj']",4,punct,[],[],0,root,"[1, 3, 4]","['обст', 'предик', '1-компл']",4,punct,[],[],Теперь - кто кого.,38_2020_Corpus2_0Velikoe_pereselenie
9,2,ccomp,"[4, 5, 6, 7, 8]","['mark', 'iobj', 'advmod', 'case', 'nummod']",8,punct,[],[],7,предл,"[5, 8]","['дат-субъект', 'количест']",8,punct,[],[],"Хотя подозреваю, что им немного за сорок.",534_2020_RFFIIndoneziya_ot_ada_do_raya
3,20,advcl,"[2, 5]","['mark', 'advmod']",5,advmod,[],[],2,подч-союзн,[5],['обст'],5,огранич,[],[],"А если совсем честно, уже в 1939 году - на сороковом году земного существования - его жизнь стала опасно затягиваться.",142_2003Lyubit_drakona
6,7,orphan,[4],['obl'],4,punct,[],[],0,root,"[2, 7]","['1-компл', 'предик']",4,punct,[],[],Ведь у местных органов власти немало способов повлиять на судьбу человека.,23_uppsalaKorp_709
3,4,orphan,"[1, 2]","['iobj', 'aux']",4,punct,[],[],0,root,"[1, 2, 4]","['2-компл', 'аналит', '1-компл']",4,punct,[],[],Им бы тренера толкового.,67_2009Molodtsy
7,3,conj,"[5, 6, 8]","['cc', 'nsubj', 'advmod']",6,nmod,[],[],5,соч-союзн,"[6, 8]","['предик', 'огранич']",6,квазиагент,[],[],Судьба Игоря оказалась трагической и смерть тоже.,293_2020_Corpus2_0Kakie_nashi_gody_1
37,35,parataxis,[39],['appos'],35,parataxis,"[36, 39, 45]","['punct', 'appos', 'conj']",35,разъяснит,"[39, 43]","['аппоз', 'сочин']",35,разъяснит,[39],['аппоз'],"Планетная секция Совета по космосу РАН утвердила программу и 24 октября 1997 г. направила в Совет по космосу запрос на включение в план опытно-конструкторских работ (ОКР) на 1998 г. двух проектов -""Луна-Глоб"" и объединенной миссии ""Марс-Фобос-Грунт"" с возможностью запуска в 1999 и 2001 гг. соответственно и с выделением на них 20% финансирования научного раздела Федеральной космической программы.",106_2012Fobos-grunt_gibel_mechty
3,2,orphan,[5],['obl'],2,punct,[],[],0,root,"[2, 4, 7]","['дат-субъект', '1-компл', 'сочин']",2,punct,[],[],"- Всем в укрытия, продолжать наблюдение.",194_2014Vysota
17,7,conj,"[14, 15, 21]","['cc', 'obj', 'obl']",7,conj,"[14, 15, 21]","['cc', 'obj', 'obl']",14,соч-союзн,"[15, 18]","['1-компл', '3-компл']",14,соч-союзн,"[15, 18]","['1-компл', '2-компл']","Мы, таким образом, сами толкаем толковых врачей к незаконной деятельности, а бестолковых - к еще большему невежеству.",88_2020_RFFINyuta_Federmesser
8,3,conj,"[7, 10, 23]","['cc', 'advmod', 'advmod']",3,conj,"[7, 10]","['cc', 'advmod']",7,соч-союзн,[10],['обст'],7,соч-союзн,[10],['обст'],"Она иногда приносила такие тома, но не потому, что у нее были знакомые продавцы в книжных магазинах, а потому, что у ее сотрудницы был муж, который работал начальником тюрьмы.",151_2020_Corpus2_0Iz_zhizni_odnogo_ezha
46,39,conj,"[43, 47, 54]","['cc', 'xcomp', 'nsubj']",39,conj,"[43, 47]","['cc', 'xcomp']",43,соч-союзн,"[47, 54]","['1-компл', 'предик']",43,соч-союзн,[47],['1-компл'],"Юра думал, что он запомнил дорогу, и всякий раз, как поля разбегались вширь и их тоненькой каемкой охватывали спереди и сзади леса, Юре казалось, что он узнает то место, с которого дорога должна повернуть вправо, а с поворота показаться и через минуту скрыться десятиверстная Кологривовская панорама с блещущей вдали рекой и пробегающей за ней железной дорогой.",103_2018Pyatichasovoi_skoryi
11,5,conj,"[7, 9, 14]","['cc', 'advmod', 'obl']",5,conj,"[9, 14]","['advmod', 'obl']",7,соч-союзн,"[9, 12]","['обст', '1-компл']",5,сочин,"[9, 12]","['обст', '1-компл']","Конечно, лаборатории РАН участвуют, и достаточно успешно, в конкурсном финансировании, но размеры последнего явно недостаточны.",31_2017Chto_gubit_nauku
16,4,conj,"[12, 15, 24]","['advmod', 'obl', 'obl']",15,nmod,[],[],4,сочин,"[12, 13, 17]","['обст', 'обст', '2-компл']",15,атриб,[],[],Совершенно очищенные листы погружают на час времени в расплавленное сало; потом на 11/2 часа в расплавленное (не совершенно чистое) олово.,168_2011Petrushka
9,1,orphan,[4],['obl'],1,punct,[],[],0,root,"[1, 3]","['предик', 'обст']",1,punct,[],[],"Борзых, вместо того чтобы уходить в пятую",272_2003Artist_mimansa
6,4,acl,[10],['acl'],10,mark,[],[],4,сочин,[10],['эксплет'],7,вспом,[],[],"Он думал про самолеты, как у них открываются и закрываются шасси, как устроены крылья, про конвейеры и шарикоподшипниковые механизмы, об освоении космоса и судьбах человечества, о прекрасном и светлом будущем, которое надо так устроить, чтобы все были счастливы.",116_2020_Corpus2_0Papa-yumorist
6,4,parataxis,"[7, 10]","['nmod', 'nmod']",4,parataxis,"[5, 7, 10, 11]","['punct', 'obl', 'obj', 'punct']",4,примыкат,"[7, 10]","['агент', '1-компл']",4,примыкат,"[5, 7, 11]","['punct', 'агент', 'punct']","Другие картины - допрос (Петром Первым своего сына), люди в зарешеченном вагоне, гора черепов в ""Апофеозе войны"", утро стрелецкой казни, Иван Грозный убивает своего сына - это социум, такой же, как всегда, но ты - это только ты.",102_2020_Corpus2_0Velikoe_pereselenie
