word,ud_test_head,ud_test_deprel,ud_preds_head,ud_preds_deprel,str_test_head,str_test_deprel,str_preds_head,str_preds_deprel,ellipsis
реванш,7,obl,7,obl,3,предл,3,предл,0
не,6,advmod,6,advmod,6,огранич,6,огранич,0
очень,7,advmod,7,advmod,7,огранич,7,огранич,0
думали,0,root,0,root,0,root,0,root,0
.,7,punct,7,punct,7,punct,7,punct,0
как,2,mark,2,mark,9,вводн,9,вводн,0
сообщает,9,parataxis,9,parataxis,1,сравн-союзн,1,сравн-союзн,0
интерфакс,2,nsubj,2,nsubj,2,предик,2,предик,0
",",2,punct,2,punct,2,punct,2,punct,0
посредническая,6,amod,6,amod,6,опред,6,опред,0
компания,9,nsubj,9,nsubj,9,предик,9,предик,0
в,8,case,8,case,6,атриб,6,атриб,0
германии,6,nmod,6,nmod,7,предл,7,предл,0
покупала,0,root,0,root,0,root,0,root,0
автомобили,9,obj,9,obj,9,1-компл,9,1-компл,0
mercedes,10,appos,10,appos,10,аппоз,10,аппоз,0
по,14,case,14,case,10,атриб,9,обст,0
заводской,14,amod,14,amod,14,опред,14,опред,0
цене,10,nmod,9,obl,12,предл,12,предл,0
и,16,cc,16,cc,9,сочин,9,сочин,0
перепродавала,9,conj,9,conj,15,соч-союзн,15,соч-союзн,0
"""",18,punct,18,punct,18,punct,18,punct,0
панавто,16,iobj,16,obj,16,1-компл,16,1-компл,0
"""",18,punct,18,punct,18,punct,18,punct,0
по,22,case,22,case,16,обст,16,обст,0
заниженным,22,amod,22,amod,22,опред,22,опред,0
ценам,16,obl,16,obl,20,предл,20,предл,0
",",28,punct,28,punct,28,punct,28,punct,0
что,28,nsubj,28,nsubj,28,предик,28,предик,0
",",24,punct,24,punct,24,punct,24,punct,0
соответственно,28,parataxis,28,parataxis,28,вводн,28,вводн,0
",",26,punct,26,punct,26,punct,26,punct,0
позволяло,16,parataxis,16,parataxis,16,изъясн,16,изъясн,0
занижать,28,xcomp,28,xcomp,28,1-компл,28,1-компл,0
таможенные,31,amod,31,amod,31,опред,31,опред,0
платежи,29,obj,29,obj,29,1-компл,29,1-компл,0
.,9,punct,9,punct,9,punct,9,punct,0
но,6,cc,6,cc,0,root,0,root,0
по,4,case,4,case,6,обст,6,обст,0
мере,2,fixed,2,fixed,2,предл,2,предл,0
движения,6,obl,6,obl,3,квазиагент,3,квазиагент,0
вперед,4,advmod,4,advmod,4,2-компл,4,2-компл,0
обнаруживается,0,root,0,root,1,соч-союзн,1,соч-союзн,0
",",11,punct,11,punct,11,punct,11,punct,0
что,11,mark,11,mark,6,предик,6,предик,0
эти,10,det,10,det,10,опред,10,опред,0
достижения,11,nsubj,11,nsubj,11,предик,11,предик,0
невозможны,6,ccomp,6,ccomp,8,подч-союзн,8,подч-союзн,0
без,13,case,13,case,11,атриб,11,обст,0
развития,11,nmod,11,obl,12,предл,12,предл,0
новых,15,amod,15,amod,15,опред,15,опред,0
институтов,13,nmod,13,nmod,13,1-компл,13,1-компл,0
.,6,punct,6,punct,6,punct,6,punct,0
друзья,2,nsubj,2,nsubj,2,предик,2,предик,0
стали,0,root,0,root,0,root,0,root,0
уговаривать,2,xcomp,2,xcomp,2,1-компл,2,1-компл,0
меня,3,obj,3,obj,3,1-компл,3,1-компл,0
перенести,3,xcomp,3,xcomp,3,2-компл,3,2-компл,0
мероприятия,5,obj,5,obj,5,1-компл,5,1-компл,0
на,8,case,8,case,5,3-компл,5,3-компл,0
квартиру,5,obl,5,obl,7,предл,7,предл,0
.,2,punct,2,punct,2,punct,2,punct,0
заползаю,0,root,0,root,0,root,0,root,0
внутрь,1,advmod,1,advmod,1,2-компл,1,2-компл,0
",",6,punct,6,punct,6,punct,6,punct,0
как,6,mark,6,mark,1,сравнит,2,сравнит,0
в,6,case,6,case,4,сравн-союзн,4,сравн-союзн,0
склеп,1,advcl,1,obl,5,предл,5,предл,0
",",10,punct,10,punct,10,punct,10,punct,0
как,10,mark,10,mark,4,сочин,4,сочин,0
в,10,case,10,case,8,сравн-союзн,8,сравн-союзн,0
нору,6,conj,6,conj,9,предл,9,предл,0
",",12,punct,12,punct,12,punct,12,punct,0
берлогу,6,conj,6,conj,10,сочин,10,сочин,0
.,1,punct,1,punct,1,punct,1,punct,0
людмила,9,nsubj,9,nsubj,3,предик,3,предик,0
петровна,1,appos,1,appos,1,аппоз,1,аппоз,0
была,9,cop,9,cop,0,root,0,root,0
совсем,5,obl,5,obl,5,огранич,5,огранич,0
маленькая,9,amod,9,amod,9,опред,9,опред,0
",",8,punct,8,punct,8,punct,8,punct,0
совсем,8,obl,8,obl,8,огранич,8,огранич,0
седая,5,conj,5,conj,5,сочин,5,сочин,0
старушка,0,root,0,root,3,присвяз,3,присвяз,0
",",12,punct,12,punct,12,punct,12,punct,0
давно,12,advmod,12,advmod,12,обст,12,обст,0
могла,9,conj,9,conj,3,сочин,3,сочин,0
уйти,12,xcomp,12,xcomp,12,1-компл,12,1-компл,0
на,15,case,15,case,13,2-компл,13,2-компл,0
пенсию,13,obl,13,obl,14,предл,14,предл,0
",",19,punct,19,punct,19,punct,19,punct,0
но,19,cc,19,cc,12,сочин,12,сочин,0
не,19,advmod,19,advmod,19,огранич,19,огранич,0
уходила,9,conj,9,conj,17,соч-союзн,17,соч-союзн,0
и,23,cc,23,cc,19,сочин,19,сочин,0
только,22,advmod,22,advmod,22,огранич,22,огранич,0
чаще,23,advmod,23,advmod,23,обст,23,обст,0
брала,9,conj,9,conj,20,соч-союзн,20,соч-союзн,0
теперь,23,advmod,23,advmod,23,обст,23,обст,0
работу,23,obj,23,obj,23,1-компл,23,1-компл,0
на,27,case,27,case,23,3-компл,25,2-компл,0
дом,23,obl,23,obl,26,предл,26,предл,0
;,33,punct,33,punct,33,punct,33,punct,0
глаза,33,nsubj,33,nsubj,32,предик,32,предик,0
у,31,case,31,case,32,обст,32,обст,0
нее,33,obl,33,obl,30,предл,30,предл,0
были,33,cop,33,cop,3,сент-соч,3,сент-соч,0
молодые,9,conj,9,conj,32,присвяз,32,присвяз,0
",",35,punct,35,punct,35,punct,35,punct,0
блестящие,33,conj,9,conj,33,сочин,33,сочин,0
",",48,punct,48,punct,48,punct,48,punct,0
и,48,cc,48,cc,32,сент-соч,32,сент-соч,0
когда,43,mark,43,mark,48,обст,48,обст,0
она,43,nsubj,43,nsubj,43,предик,43,предик,0
во,42,case,42,case,43,обст,43,обст,0
время,40,fixed,40,fixed,40,предл,40,предл,0
работы,43,obl,43,obl,41,1-компл,41,1-компл,0
надевала,48,advcl,48,advcl,38,подч-союзн,38,подч-союзн,0
очки,43,obj,43,obj,43,1-компл,43,1-компл,0
",",43,punct,43,punct,43,punct,43,punct,0
то,48,mark,48,mark,38,соотнос,38,соотнос,0
глаза,48,nsubj,48,nsubj,48,предик,48,предик,0
становились,9,conj,9,conj,37,соч-союзн,37,соч-союзн,0
совсем,50,obl,50,obl,50,огранич,50,огранич,0
круглыми,48,obl,48,obl,48,присвяз,48,присвяз,0
и,54,cc,54,cc,50,сочин,50,сочин,0
даже,54,advmod,54,advmod,54,огранич,54,огранич,0
чуть,54,obl,54,obl,54,огранич,54,огранич,0
озорными,50,conj,50,conj,51,соч-союзн,51,соч-союзн,0
",",58,punct,58,punct,58,punct,58,punct,0
как,58,mark,58,mark,54,сравнит,54,сравнит,0
у,58,case,58,case,56,сравн-союзн,56,сравн-союзн,0
подростка,54,obl,54,obl,57,предл,57,предл,0
.,9,punct,9,punct,9,punct,9,punct,0
например,4,parataxis,4,parataxis,4,вводн,4,вводн,0
",",1,punct,1,punct,1,punct,1,punct,0
мы,4,nsubj,4,nsubj,4,предик,4,предик,0
предлагаем,0,root,0,root,0,root,0,root,0
вернуть,4,xcomp,4,xcomp,4,1-компл,4,1-компл,0
органам,5,iobj,5,iobj,5,2-компл,5,2-компл,0
прокуратуры,6,nmod,6,nmod,6,квазиагент,6,квазиагент,0
часть,5,obj,5,obj,5,1-компл,5,1-компл,0
надзорных,10,amod,10,amod,10,опред,10,опред,0
функций,8,nmod,8,nmod,8,1-компл,8,квазиагент,0
",",16,punct,16,punct,16,punct,16,punct,0
которые,16,nsubj:pass,16,nsubj:pass,13,предик,13,предик,0
были,16,aux:pass,16,aux:pass,10,релят,10,релят,0
у,15,case,15,case,16,2-компл,16,2-компл,0
нее,16,obl,16,obl,14,предл,14,предл,0
отняты,10,acl:relcl,10,acl:relcl,13,пасс-анал,13,пасс-анал,0
при,18,case,18,case,16,обст,16,обст,0
образовании,16,obl,16,obl,17,предл,17,предл,0
следственного,20,amod,20,amod,20,опред,20,опред,0
комитета,18,nmod,18,nmod,18,1-компл,18,1-компл,0
в,25,case,25,case,18,атриб,18,атриб,0
2010,25,amod,25,nmod,25,опред,25,опред,0
-,24,punct,24,punct,24,punct,24,punct,0
2011-х,22,nmod,22,nmod,22,кратн,22,кратн,0
годах,18,nmod,16,obl,21,предл,21,предл,0
",",16,punct,28,punct,16,punct,28,punct,0
-,28,punct,28,punct,28,punct,28,punct,0
такие,10,det,10,det,10,опред,8,разъяснит,0
как,30,case,30,mark,28,сравнит,28,сравнит,0
дача,28,obl,28,obl,29,сравн-союзн,29,сравн-союзн,0
санкций,30,nmod,30,nmod,30,1-компл,30,1-компл,0
на,33,case,33,case,31,1-компл,31,1-компл,0
арест,31,nmod,30,nmod,32,предл,32,предл,0
",",36,punct,36,punct,36,punct,36,punct,0
на,36,case,36,case,32,сочин,32,сочин,0
обыск,33,conj,33,conj,35,предл,35,предл,0
и,42,cc,42,cc,35,сочин,35,сочин,0
на,42,case,42,case,37,соч-союзн,37,соч-союзн,0
другие,42,det,42,amod,42,опред,42,опред,0
важнейшие,42,amod,42,amod,42,опред,42,опред,0
следственные,42,amod,42,amod,42,опред,42,опред,0
действия,33,conj,30,conj,38,предл,38,предл,0
.,4,punct,4,punct,4,punct,4,punct,0
затем,2,advmod,2,advmod,2,обст,2,обст,0
уменьшают,0,root,0,root,0,root,0,root,0
дозу,2,obj,2,obj,2,1-компл,2,1-компл,0
до,8,case,8,case,3,1-компл,2,3-компл,0
20,8,nummod,8,nummod,8,количест,8,количест,0
-,7,punct,7,punct,7,punct,7,punct,0
30,5,nmod,5,nmod,5,кратн,5,кратн,0
мг,3,nmod,2,obl,4,предл,4,предл,0
/,10,punct,10,punct,10,punct,10,punct,0
сут,8,nmod,8,nmod,8,распред,8,распред,0
.,2,punct,2,punct,2,punct,2,punct,0
-,2,punct,2,punct,2,punct,2,punct,0
надо,0,root,0,root,0,root,0,root,0
сделать,2,csubj,2,csubj,2,предик,2,предик,0
три,5,nummod:gov,5,nummod,5,количест,5,количест,0
вещи,3,obj,3,obl,3,1-компл,3,1-компл,0
.,2,punct,2,punct,2,punct,2,punct,0
редакционные,2,amod,2,amod,2,опред,2,опред,0
испытания,8,nsubj,8,nsubj,8,предик,8,предик,0
пылесоса,2,nmod,2,nmod,2,1-компл,2,1-компл,0
"""",5,punct,5,punct,5,punct,5,punct,0
урал,3,appos,3,appos,3,аппоз,3,аппоз,0
"""",5,punct,5,punct,5,punct,5,punct,0
всегда,8,advmod,8,advmod,8,обст,8,обст,0
собирали,0,root,0,root,0,root,0,root,0
толпу,8,obj,8,obj,8,1-компл,8,1-компл,0
любопытных,9,nmod,9,nmod,9,квазиагент,9,квазиагент,0
.,8,punct,8,punct,8,punct,8,punct,0
-,8,punct,8,punct,8,punct,8,punct,0
то,8,cc,8,cc,8,огранич,8,огранич,0
есть,2,fixed,2,fixed,2,вспом,2,вспом,0
на,6,case,6,case,8,обст,8,обст,0
ближайшее,6,amod,6,amod,6,опред,6,опред,0
время,8,obl,8,obl,4,предл,4,предл,0
картина,8,nsubj,8,nsubj,8,предик,8,предик,0
прояснилась,0,root,0,root,0,root,0,root,0
…,8,punct,8,punct,8,punct,8,punct,0
создать,13,csubj,13,csubj,13,предик,13,предик,0
целый,6,amod,6,amod,6,опред,6,опред,0
частный,6,amod,6,amod,6,опред,6,опред,0
"""",6,punct,6,punct,6,punct,6,punct,0
доходный,6,amod,6,amod,6,опред,6,опред,0
дом,1,obj,1,obj,1,1-компл,1,1-компл,0
"""",6,punct,6,punct,6,punct,6,punct,0
пока,13,advmod,13,advmod,13,огранич,13,обст,0
",",8,punct,8,punct,8,punct,8,punct,0
похоже,13,parataxis,13,parataxis,13,вводн,13,вводн,0
",",10,punct,10,punct,10,punct,10,punct,0
не,13,advmod,13,advmod,13,огранич,13,огранич,0
получается,0,root,0,root,0,root,0,root,0
ни,16,advmod,16,advmod,15,огранич,15,огранич,0
у,16,case,16,case,13,2-компл,13,1-компл,0
кого,13,obl,13,obl,15,предл,15,предл,0
",",33,punct,19,punct,33,punct,19,punct,0
но,33,cc,19,cc,13,сент-соч,13,сент-соч,0
вот,20,advmod,13,conj,20,огранич,20,огранич,0
группа,33,nsubj,19,nsubj,32,пролепт,33,предик,0
квартир,20,nmod,20,nmod,20,квазиагент,20,квазиагент,0
",",25,punct,25,punct,25,punct,25,punct,0
иногда,24,obl,25,obl,24,огранич,25,огранич,0
целый,25,amod,25,amod,25,опред,25,опред,0
подъезд,20,conj,20,conj,20,сочин,20,сочин,0
",",27,punct,27,punct,27,punct,27,punct,0
принадлежащие,20,acl,25,acl,20,опред,25,опред,0
одному,29,nummod,29,nummod,29,количест,29,количест,0
владельцу,27,iobj,27,iobj,27,1-компл,27,1-компл,0
-,32,punct,20,punct,32,punct,29,punct,0
такие,32,det,32,det,32,опред,32,опред,0
прецеденты,20,appos,33,nsubj,33,предик,33,предик,0
есть,13,conj,13,conj,18,соч-союзн,18,соч-союзн,0
.,13,punct,13,punct,13,punct,13,punct,0
обладателем,7,obl,7,obl,7,присвяз,7,присвяз,0
полной,3,amod,3,amod,3,опред,3,опред,0
информации,1,nmod,1,nmod,1,1-компл,1,1-компл,0
о,5,case,5,case,3,1-компл,3,1-компл,0
цилиндрах,3,nmod,3,nmod,4,предл,4,предл,0
фараона,5,nmod,5,nmod,5,атриб,5,атриб,0
оказался,0,root,0,root,0,root,0,root,0
наш,9,det,9,det,9,опред,9,опред,0
соотечественник,7,nsubj,7,nsubj,7,предик,7,предик,0
-,11,punct,11,punct,11,punct,11,punct,0
физик,9,appos,9,parataxis,9,аппоз,9,разъяснит,0
-,13,punct,13,punct,13,punct,13,punct,0
теоретик,11,appos,11,appos,11,аппоз,11,аппоз,0
владимир,13,appos,11,appos,13,аппоз,11,аппоз,0
павлович,14,flat:name,14,flat:name,14,аппоз,14,аппоз,0
ковтун,14,flat:name,14,flat:name,15,аппоз,15,аппоз,0
",",18,punct,18,punct,18,punct,18,punct,0
организовавший,14,acl,11,acl,16,опред,11,опред,0
научные,20,amod,20,amod,20,опред,20,опред,0
исследования,18,obj,18,obj,18,1-компл,18,1-компл,0
цилиндров,20,nmod,20,nmod,20,1-компл,20,1-компл,0
фараона,21,nmod,21,nmod,21,атриб,21,атриб,0
.,7,punct,7,punct,7,punct,7,punct,0
позже,9,advmod,9,advmod,9,обст,9,обст,0
",",5,punct,5,punct,5,punct,5,punct,0
в,5,case,5,case,1,сочин,1,сочин,0
1619,5,amod,5,amod,5,опред,5,опред,0
году,1,conj,1,conj,3,предл,3,предл,0
",",1,punct,1,punct,1,punct,1,punct,0
галилей,9,nsubj,9,nsubj,9,предик,9,предик,0
официально,9,advmod,9,advmod,9,обст,9,обст,0
узаконил,0,root,0,root,0,root,0,root,0
сына,9,obj,9,obj,9,1-компл,9,1-компл,0
;,14,punct,14,punct,14,punct,14,punct,0
обе,13,nummod:gov,13,nummod:gov,13,количест,13,количест,0
дочери,14,nsubj,14,nsubj,14,предик,14,предик,0
закончили,9,conj,9,conj,9,сент-соч,9,сент-соч,0
жизнь,14,obj,14,obj,14,1-компл,14,1-компл,0
в,17,case,17,case,14,обст,14,обст,0
монастыре,14,obl,14,obl,16,предл,16,предл,0
.,9,punct,9,punct,9,punct,9,punct,0
регулярные,2,amod,2,amod,2,опред,2,опред,0
грузоперевозки,0,root,0,root,0,root,0,root,0
.,2,punct,2,punct,2,punct,2,punct,0
примеров,2,nsubj,2,nsubj,2,предик,2,предик,0
много,0,root,0,root,0,root,0,root,0
.,2,punct,2,punct,2,punct,2,punct,0
и,3,cc,3,cc,0,root,0,root,0
еще,3,obl,3,advmod,3,огранич,3,огранич,0
пара,0,root,0,root,1,соч-союзн,1,соч-союзн,0
слов,3,nmod,3,nmod,3,квазиагент,3,квазиагент,0
о,6,case,6,case,4,1-компл,4,1-компл,0
хлебе,4,nmod,4,nmod,5,предл,5,предл,0
.,3,punct,3,punct,3,punct,3,punct,0
не,2,advmod,2,advmod,2,огранич,2,огранич,0
тот,0,root,0,root,0,root,0,root,0
",",6,punct,6,punct,6,punct,6,punct,0
чья,5,det,5,det,5,опред,5,опред,0
поэтика,6,nsubj,6,nsubj,6,предик,6,предик,0
рождает,2,acl:relcl,2,acl:relcl,2,релят,2,релят,0
неразрешимые,8,amod,8,amod,8,опред,8,опред,0
загадки,6,obj,6,obj,6,1-компл,6,1-компл,0
",",10,punct,10,punct,10,punct,10,punct,0
заставляя,6,advcl,6,advcl,6,обст,6,обст,0
сердца,10,obj,10,obj,10,1-компл,10,1-компл,0
литературоведов,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
биться,10,xcomp,10,xcomp,10,2-компл,10,2-компл,0
чаще,13,advmod,13,advmod,13,обст,13,обст,0
.,2,punct,2,punct,2,punct,2,punct,0
надо,0,root,0,root,0,root,0,root,0
передать,1,csubj,1,csubj,1,предик,1,предик,0
им,2,iobj,2,iobj,2,2-компл,2,2-компл,0
максимальное,5,amod,5,amod,5,опред,5,опред,0
количество,2,obj,2,obj,2,1-компл,2,1-компл,0
функций,5,nmod,5,nmod,5,квазиагент,5,квазиагент,0
государства,6,nmod,6,nmod,6,квазиагент,6,квазиагент,0
",",10,punct,10,punct,10,punct,10,punct,0
особенно,10,obl,10,obl,10,огранич,10,огранич,0
все,5,parataxis,5,parataxis,5,разъяснит,5,разъяснит,0
",",13,punct,13,punct,13,punct,13,punct,0
что,13,nsubj:pass,13,nsubj:pass,13,предик,13,предик,0
связано,10,acl:relcl,10,acl:relcl,10,релят,10,релят,0
с,15,case,15,case,13,2-компл,13,2-компл,0
сертификацией,13,obl,13,obl,14,предл,14,предл,0
",",17,punct,17,punct,17,punct,17,punct,0
аттестацией,15,conj,15,conj,15,сочин,15,сочин,0
",",19,punct,19,punct,19,punct,19,punct,0
лицензированием,15,conj,15,conj,17,сочин,17,сочин,0
",",21,punct,21,punct,21,punct,21,punct,0
установлением,15,conj,15,conj,19,сочин,19,сочин,0
тарифов,21,nmod,21,nmod,21,1-компл,21,1-компл,0
.,1,punct,1,punct,1,punct,1,punct,0
министр,5,nsubj,5,nsubj,5,предик,5,предик,0
обороны,1,nmod,1,nmod,1,1-компл,1,1-компл,0
сергей,1,appos,1,appos,1,аппоз,1,аппоз,0
иванов,3,flat:name,3,flat:name,3,аппоз,3,аппоз,0
прибыл,0,root,0,root,0,root,0,root,0
с,7,case,7,case,5,обст,5,обст,0
инспекцией,5,obl,5,obl,6,предл,6,предл,0
на,10,case,10,case,5,2-компл,5,2-компл,0
северный,10,amod,10,amod,10,опред,10,опред,0
флот,5,obl,5,obl,8,предл,8,предл,0
.,5,punct,5,punct,5,punct,5,punct,0
квартира,2,nsubj,2,nsubj,2,предик,2,предик,0
числилась,0,root,0,root,0,root,0,root,0
под,4,case,4,case,2,обст,2,1-компл,0
№,2,obl,2,obl,3,предл,3,предл,0
40,4,nummod:entity,4,nummod:entity,4,нум-аппоз,4,нум-аппоз,0
.,2,punct,2,punct,2,punct,2,punct,0
а,6,cc,2,cc,0,root,0,root,0
чей,3,det,0,root,3,опред,1,соч-союзн,0
_,6,nsubj,2,punct,6,предик,4,punct,1
тогда,0,root,2,advmod,6,обст,2,огранич,0
?,4,punct,4,punct,4,punct,4,punct,0
_,4,cc,2,punct,1,соч-союзн,2,punct,1
лопухи,6,nsubj,6,nsubj,6,предик,6,предик,0
по,3,case,3,case,1,атриб,1,атриб,0
краям,1,nmod,1,nmod,2,предл,2,предл,0
улиц,3,nmod,3,nmod,3,1-компл,3,квазиагент,0
вдвое,6,advmod,6,advmod,6,обст,6,обст,0
перерастали,0,root,0,root,0,root,0,root,0
заборы,6,obj,6,obj,6,1-компл,6,1-компл,0
.,6,punct,6,punct,6,punct,6,punct,0
ольга,0,root,0,root,0,root,0,root,0
орлова,1,appos,1,appos,1,аппоз,1,аппоз,0
:,9,punct,9,punct,9,punct,9,punct,0
не,5,advmod,5,advmod,5,огранич,5,огранич,0
только,9,advmod,7,advmod,8,огранич,7,огранич,0
"""",9,punct,9,punct,9,punct,9,punct,0
драматического,8,amod,8,amod,8,опред,8,опред,0
писателя,10,obj,10,obj,10,1-компл,10,1-компл,0
надо,1,parataxis,1,parataxis,1,разъяснит,2,разъяснит,0
судить,9,csubj,9,csubj,9,предик,9,предик,0
по,12,case,12,case,10,обст,10,обст,0
законам,10,obl,10,obl,11,предл,11,предл,0
",",18,punct,18,punct,18,punct,18,punct,0
им,18,obl,18,obl,18,агент,18,агент,0
самим,14,amod,14,amod,14,опред,14,опред,0
над,17,case,17,case,18,обст,18,1-компл,0
собою,18,obl,18,obl,16,предл,16,предл,0
признанным,12,acl,12,acl,12,опред,12,опред,0
"""",9,punct,9,punct,9,punct,9,punct,0
",",22,punct,22,punct,22,punct,22,punct,0
как,22,mark,22,mark,9,вводн,9,вводн,0
считал,9,parataxis,9,parataxis,21,сравн-союзн,21,сравн-союзн,0
пушкин,22,nsubj,22,nsubj,22,предик,22,предик,0
",",27,punct,28,punct,27,punct,28,punct,0
но,27,cc,28,cc,8,сочин,9,сент-соч,0
и,25,fixed,25,fixed,25,огранич,28,огранич,0
всех,8,conj,28,det,25,соч-союзн,28,опред,0
остальных,27,amod,8,conj,27,опред,25,соч-союзн,0
тоже,27,advmod,28,advmod,27,огранич,28,огранич,0
.,1,punct,1,punct,1,punct,1,punct,0
но,5,cc,5,cc,0,root,0,root,0
с,3,case,3,case,5,2-компл,5,2-компл,0
чем,5,obl,5,obl,2,предл,2,предл,0
же,3,advmod,3,advmod,3,огранич,3,огранич,0
связаны,0,root,0,root,1,соч-союзн,1,соч-союзн,0
эти,7,det,7,det,7,опред,7,опред,0
ошибки,5,nsubj:pass,5,nsubj:pass,5,предик,5,предик,0
?,5,punct,5,punct,5,punct,5,punct,0
громадный,4,amod,4,amod,4,опред,4,опред,0
",",3,punct,3,punct,3,punct,3,punct,0
чудовищный,1,conj,1,conj,1,сочин,1,сочин,0
аппарат,9,nsubj:pass,9,nsubj:pass,8,предик,8,предик,0
лжи,4,nmod,4,nmod,4,квазиагент,4,квазиагент,0
и,7,cc,7,cc,5,сочин,5,сочин,0
хитросплетений,5,conj,5,conj,6,соч-союзн,6,соч-союзн,0
был,9,aux:pass,9,aux:pass,0,root,0,root,0
пущен,0,root,0,root,8,пасс-анал,8,пасс-анал,0
в,11,case,11,case,9,3-компл,9,3-компл,0
ход,9,obl,9,obl,10,предл,10,предл,0
и,14,advmod,14,advmod,13,огранич,13,огранич,0
в,14,case,14,case,9,обст,9,обст,0
россии,9,obl,9,obl,13,предл,13,предл,0
",",17,punct,17,punct,17,punct,17,punct,0
чтобы,17,mark,17,mark,9,обст,9,обст,0
заразить,9,advcl,9,advcl,16,инф-союзн,16,инф-союзн,0
массы,17,obj,17,obj,17,1-компл,17,1-компл,0
шовинизмом,17,iobj,17,obl,17,2-компл,17,2-компл,0
",",22,punct,22,punct,22,punct,22,punct,0
чтобы,22,mark,22,mark,16,сочин,17,обст,0
вызвать,17,conj,17,advcl,21,инф-союзн,21,инф-союзн,0
представление,22,obj,22,obj,22,1-компл,22,1-компл,0
",",28,punct,28,punct,28,punct,28,punct,0
будто,28,mark,28,mark,23,1-компл,23,1-компл,0
царское,27,amod,27,amod,27,опред,27,опред,0
правительство,28,nsubj,28,nsubj,28,предик,28,предик,0
ведет,23,acl,23,acl,25,сравн-союзн,25,сравн-союзн,0
"""",30,punct,30,punct,30,punct,30,punct,0
справедливую,32,amod,32,amod,32,опред,32,опред,0
"""",30,punct,30,punct,30,punct,30,punct,0
войну,28,obj,28,obj,28,1-компл,28,1-компл,0
",",35,punct,35,punct,35,punct,35,punct,0
бескорыстно,35,advmod,35,advmod,35,обст,35,обст,0
защищает,28,conj,28,conj,28,сочин,28,сочин,0
"""",37,punct,37,punct,37,punct,37,punct,0
братьев,35,obj,35,obj,35,1-компл,35,1-компл,0
-,39,punct,39,punct,39,punct,39,punct,0
славян,37,appos,37,appos,37,аппоз,37,аппоз,0
"""",37,punct,37,punct,37,punct,37,punct,0
.,9,punct,9,punct,9,punct,9,punct,0
история,2,nsubj,2,nsubj,2,предик,2,предик,0
движется,0,root,0,root,0,root,0,root,0
зигзагами,2,obl,2,obl,2,обст,2,обст,0
",",6,punct,6,punct,6,punct,6,punct,0
то,6,mark,6,mark,11,соотнос,11,соотнос,0
срываясь,2,advcl,2,advcl,2,обст,2,обст,0
в,8,case,8,case,6,2-компл,6,2-компл,0
пропасть,6,obl,6,obl,7,предл,7,предл,0
несвободы,8,nmod,8,nmod,8,атриб,8,атриб,0
",",12,punct,12,punct,12,punct,12,punct,0
то,12,mark,12,mark,6,сочин,6,сочин,0
выкарабкиваясь,6,conj,6,conj,11,соч-союзн,11,соч-союзн,0
из,14,case,14,case,12,1-компл,12,1-компл,0
бездны,12,obl,12,obl,13,предл,13,предл,0
.,2,punct,2,punct,2,punct,2,punct,0
деревья,3,nsubj:pass,3,nsubj:pass,3,предик,3,предик,0
уже,3,advmod,3,advmod,3,огранич,3,огранич,0
убраны,0,root,0,root,0,root,0,root,0
",",7,punct,7,punct,7,punct,7,punct,0
90,6,nummod,6,nummod,6,количест,6,количест,0
лэп,7,nsubj:pass,7,nsubj:pass,7,предик,7,предик,0
восстановлено,3,conj,3,conj,3,сент-соч,3,сент-соч,0
.,3,punct,3,punct,3,punct,3,punct,0
такие,2,det,2,det,2,опред,2,опред,0
стержни,4,nsubj,4,nsubj,3,предик,3,предик,0
были,4,cop,4,cop,0,root,0,root,0
известны,0,root,0,root,3,присвяз,3,присвяз,0
даже,9,advmod,9,advmod,6,огранич,6,огранич,0
в,9,case,9,case,4,обст,3,обст,0
самые,8,amod,8,amod,8,опред,8,опред,0
отдаленные,9,amod,9,amod,9,опред,9,опред,0
времена,4,obl,4,obl,6,предл,6,предл,0
",",16,punct,16,punct,16,punct,16,punct,0
и,16,cc,16,cc,3,сент-соч,3,сент-соч,0
секрет,16,nsubj,16,nsubj,15,предик,15,предик,0
их,14,nmod,14,nmod,14,1-компл,14,1-компл,0
изготовления,12,nmod,12,nmod,12,1-компл,12,1-компл,0
был,16,cop,16,cop,11,соч-союзн,11,соч-союзн,0
известен,4,conj,4,conj,15,присвяз,15,присвяз,0
немногим,16,iobj,18,iobj,16,1-компл,18,опред,0
посвященным,17,amod,16,iobj,17,опред,16,1-компл,0
.,4,punct,4,punct,4,punct,4,punct,0
напомню,0,root,0,root,0,root,0,root,0
",",10,punct,10,punct,10,punct,10,punct,0
что,10,mark,10,mark,1,1-компл,1,1-компл,0
на,5,case,5,case,10,обст,10,обст,0
фоне,10,obl,10,obl,4,предл,4,предл,0
прошлого,7,amod,7,amod,7,опред,7,опред,0
ослабления,5,nmod,5,nmod,5,квазиагент,5,квазиагент,0
федеральной,9,amod,9,amod,9,опред,9,опред,0
власти,7,nmod,7,nmod,7,1-компл,7,1-компл,0
прорастали,1,ccomp,1,ccomp,3,подч-союзн,3,подч-союзн,0
ростки,10,nsubj,10,nsubj,10,предик,10,предик,0
федерализма,11,nmod,11,nmod,11,квазиагент,11,квазиагент,0
.,1,punct,1,punct,1,punct,1,punct,0
а.,0,root,0,root,0,root,0,root,0
